262,Trang - C. Lương,19,Hải Lương Lâm Hà,9,"Robusta,Cà Phê Nhân Xô, Giá đại lý (dRBA)",9,kg
262,Trang - C. Lương,19,Hải Lương Lâm Hà,10,"Robusta,Cà Phê Nhân Xô, Giá Công Ty (dRBC)",10,kg
262,Trang - C. Lương,19,Hải Lương Lâm Hà,13,"Robusta,Quả Tươi, Giá đại lý (dRCA)",13,kg
262,Trang - C. Lương,19,Hải Lương Lâm Hà,14,"Robusta,Quả Tươi, Giá công ty (dRCC)",14,kg
262,Trang - C. Lương,20,Luận Tuyết,9,"Robusta,Cà Phê Nhân Xô, Giá đại lý (dRBA)",9,kg
262,Trang - C. Lương,20,Luận Tuyết,10,"Robusta,Cà Phê Nhân Xô, Giá Công Ty (dRBC)",10,kg
262,Trang - C. Lương,20,Luận Tuyết,13,"Robusta,Quả Tươi, Giá đại lý (dRCA)",13,kg
262,Trang - C. Lương,20,Luận Tuyết,14,"Robusta,Quả Tươi, Giá công ty (dRCC)",14,kg
262,Trang - C. Lương,21,Đức Hân,9,"Robusta,Cà Phê Nhân Xô, Giá đại lý (dRBA)",9,kg
262,Trang - C. Lương,21,Đức Hân,10,"Robusta,Cà Phê Nhân Xô, Giá Công Ty (dRBC)",10,kg
262,Trang - C. Lương,21,Đức Hân,13,"Robusta,Quả Tươi, Giá đại lý (dRCA)",13,kg
262,Trang - C. Lương,21,Đức Hân,14,"Robusta,Quả Tươi, Giá công ty (dRCC)",14,kg
