267,Đức Gia Lai,38,Phát Việt,9,"Robusta,Cà Phê Nhân Xô, Giá đại lý (dRBA)",9,kg
267,Đức Gia Lai,38,Phát Việt,10,"Robusta,Cà Phê Nhân Xô, Giá Công Ty (dRBC)",10,kg
267,Đức Gia Lai,38,Phát Việt,13,"Robusta,Quả Tươi, Giá đại lý (dRCA)",13,kg
267,Đức Gia Lai,38,Phát Việt,14,"Robusta,Quả Tươi, Giá công ty (dRCC)",14,kg
267,Đức Gia Lai,39,Lang Huệ,9,"Robusta,Cà Phê Nhân Xô, Giá đại lý (dRBA)",9,kg
267,Đức Gia Lai,39,Lang Huệ,10,"Robusta,Cà Phê Nhân Xô, Giá Công Ty (dRBC)",10,kg
267,Đức Gia Lai,39,Lang Huệ,13,"Robusta,Quả Tươi, Giá đại lý (dRCA)",13,kg
267,Đức Gia Lai,39,Lang Huệ,14,"Robusta,Quả Tươi, Giá công ty (dRCC)",14,kg
267,Đức Gia Lai,40,Đức Sim,9,"Robusta,Cà Phê Nhân Xô, Giá đại lý (dRBA)",9,kg
267,Đức Gia Lai,40,Đức Sim,10,"Robusta,Cà Phê Nhân Xô, Giá Công Ty (dRBC)",10,kg
267,Đức Gia Lai,40,Đức Sim,13,"Robusta,Quả Tươi, Giá đại lý (dRCA)",13,kg
267,Đức Gia Lai,40,Đức Sim,14,"Robusta,Quả Tươi, Giá công ty (dRCC)",14,kg
