266,Mỹ Hòa (Hoàn),35,HTX EaTu,9,"Robusta,Cà Phê Nhân Xô, Giá đại lý (dRBA)",9,kg
266,Mỹ Hòa (Hoàn),35,HTX EaTu,10,"Robusta,Cà Phê Nhân Xô, Giá Công Ty (dRBC)",10,kg
266,Mỹ Hòa (Hoàn),35,HTX EaTu,13,"Robusta,Quả Tươi, Giá đại lý (dRCA)",13,kg
266,Mỹ Hòa (Hoàn),35,HTX EaTu,14,"Robusta,Quả Tươi, Giá công ty (dRCC)",14,kg
266,Mỹ Hòa (Hoàn),36,Châu Hòa,9,"Robusta,Cà Phê Nhân Xô, Giá đại lý (dRBA)",9,kg
266,Mỹ Hòa (Hoàn),36,Châu Hòa,10,"Robusta,Cà Phê Nhân Xô, Giá Công Ty (dRBC)",10,kg
266,Mỹ Hòa (Hoàn),36,Châu Hòa,13,"Robusta,Quả Tươi, Giá đại lý (dRCA)",13,kg
266,Mỹ Hòa (Hoàn),36,Châu Hòa,14,"Robusta,Quả Tươi, Giá công ty (dRCC)",14,kg
266,Mỹ Hòa (Hoàn),37,Ea Kmat Hòa Đông,9,"Robusta,Cà Phê Nhân Xô, Giá đại lý (dRBA)",9,kg
266,Mỹ Hòa (Hoàn),37,Ea Kmat Hòa Đông,10,"Robusta,Cà Phê Nhân Xô, Giá Công Ty (dRBC)",10,kg
266,Mỹ Hòa (Hoàn),37,Ea Kmat Hòa Đông,13,"Robusta,Quả Tươi, Giá đại lý (dRCA)",13,kg
266,Mỹ Hòa (Hoàn),37,Ea Kmat Hòa Đông,14,"Robusta,Quả Tươi, Giá công ty (dRCC)",14,kg
